361058	Alexandria	31.202	29.916	EG	06	5263542	aly|al iskandariyah|alegsandiri|alehandriya|aleixandria|alejandria|aleksandria|aleksandrii|aleksandrij|aleksandrija|aleksandrio|aleksandriya|aleksandrje|aleksandryja|aleksandryjo|alesandria degito|alessandria|alessandria d egitto|alessandria deggittu|alessandria e naggitto|alexandreia|alexandria magna|alexandrie|a esandria degito|cathair alastair|el iskandariya|iskandariah|iskandariya|iskandariyah|iskandri
1609350	Bangkok	13.754	100.501	TH	40	5104476	amphoe phra nakhon|bkk|ban nkok|bancac|bancocum|bancoque|banghok|bangkok metropolis|bangkoka|banguecoque|bankok|bankokas|bankoko|banqkok|changwat phra nakhon|krung thep|krung thep maha nakhon|krungdeb|man kuk|phra nakhon|siayuthia|the city of angels|bainkaka|bainkoka|bamkoka|bangkog|bangkwk|bankeakk|bankoku|bankwk
2335204	Kano	12.000	8.517	NG	29	4910000	byen kano|cano|kan|kanas|ka nuo|kanw|kanw nyjryh|qnw
3871336	Santiago	-33.457	-70.648	CL	12	4837295	ciles santjagas|ciudadsantiago|scl|sanctiacobi|sant jago|santiago de chile|santiago de xile|santiago del cile|santiago do chile|santiago du chili|santiago du ch ili|santianko|santjago|santjago de chile|santjago de chili|stgo|santixako|santiyago|santyaghw|santyagw|santyyagw|sheng de ya ge
3369157	Cape Town	-33.926	18.423	ZA	11	4772846	altepetl in cabo|ar chab|cpt|cape toun|cidade do cabo|cita del cap|citati du capu|citta del capo|cittae do cavo|ciuda del cabu|ciudad del cabo|ciudat do cabo|ciutat del cap|civitas capitis|el cabo|fokvaros|hoefdaborg|hovdastadur|hof aborg|h vdasta ur|ikapa|kaapstad|kaapsted|kab town|kabe urbe|kaburbo|kaepstad|kapetown|kapkaupunki|kaplinn
1168197	Peshawar	34.008	71.578	PK	03	4758762	pew|pesabar|pesavar|pesavara|pesavaras|pesavaro|pesaver|peschawar|peshavar|peshovar|pesjawar|peszawar|pexauar|bai sha wa|byshawr|pecavar|pes war|pesa oyara|peshawaru|pesyawaleu|pshawr|pyshawr
1785286	Zibo	36.791	118.063	CN	25	4704138	c po|chang chou shih|chang tien|chang tien shih|chu phok chhi|cu bauk|czybo|dzubo|truy bac|tzu po|zhangdian|jjeubo si|shi bo shi|zaybw|zi bo|zi bo shi|zybw
105343	Jeddah	21.490	39.186	SA	14	4697000	chidda|cidda|ciddae|cidde|djedda|djeddah|djidda|dschidda|dzeda|dzedda|dzhida|dzhidda|dzhiddae|dzhiddat|dzhidde|dzhyda|dzida|dzidd|dzidda|dzsidda|dzudda|gedda|gidda|gido|iedda|jed|jaddah|jedda|jida|jidda
1264527	Chennai	13.088	80.278	IN	25	4681087	cenaj|cenajo|cenajus|cenay|cennai|cennaj|chehnai|chenaj|chennai cennai|chennaj|csennai|maa|maderaspatanum|madras|tamizhagam|tamulinadu|tsennai|cen ni|cena i|cenna i|chen nai|chenai|chnay|chnayy|chynay|chynayy|jin nai|qing nai|tshynay
1275004	Kolkata	22.563	88.363	IN	28	4631392	ccu|calcuta|calcutta|caligardamana|kaelkuettae|kal kuta|kal kutta|kal kuttae|kalikata|kalkata|kalkota|kalkouta|kalkueta|kalkuta|kalkutta|kolkat|kolkate|kolkato|sealdah|jia er ge da|jia li ji da|kalakata|kalakatta|klkta|klkth|klkwth|ko l ka ta|kolakata|kolkatta|korukata
1790645	Xiamen	24.480	118.082	CN	07	4617251	a muong|amoy|e mng chhi|ha mon|ha mun su|hiyamin|hsia men|hsia men shih|hsziamen|shamen|sia men|siamen|siamenas|sjamehn|sjamen|sjamun|sjamyn|ssu ming|ssu ming hsien|szeming hsien|xmn|xiamen sha men|xiamen city|xiamen shi|seiy he min|sha men|sha men shi|shyamn|shyamyn|siamini
1255364	Surat	21.196	72.830	IN	09	4591246	stv|suratas|surate|surato|curat|su la te|surata
1787227	Yangzhou	32.397	119.436	CN	04	4559797	chiang tu|chiang tu hsien|duong chau|han chiang|inciue|iong chiu chhi|iong ciu|janchzhou|jancjou|jandzhou|jang cou|jangdzou|jangdzov|kiangtu|yty|yang chou|yang chou shih|yang chow fu|yangchow|yangjo shehiri|yangtsjou|yang zhou|yang zhou shi|yanghtshw|yangjeou si|yangzhw|inciu
1797873	Huai'an	33.589	119.019	CN	04	4556230	ch ing chiang|ch ing chiang p u|ch ing chiang shih|chuaj an|hia|huai yin|huai yin ch eng|huai yin hsien|huai yin shih|huaiyin|hwaiyin|hwaiyin hsien|khuajan|qingjiang|tsingkiangpo|tsinkiangpu|huai an shi|hwaiansi
